RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_organisations/institutions,SMG_organisations/institutions,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
156,30,7,2,2,1,1,1,1,1,1,1,0,23,1,1,1,"{""object_names"": [""ALTAZIMUTH THEODOLITE"", ""Y-theodolite""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [""London""], ""descriptions"": [""differs in many respects from the more usual Y-theodolite of the period"", ""Its telescope is rigidly attached to the horizontal axis of rotation"", ""which carries the vertical arc"", ""and rests in bearings upon two standards fixed to the rim of a case"", ""whose bottom forms the alidade"", ""This case is closed at the top by a glass cover"", ""so that the horizontal circle and compass are enclosed"", ""Reading microscopes with prism reflectors are attached to the case for reading the verniers of the horizontal circle"", ""Tangent clamps and slow-motion screws are fitted to both circles"", ""The upper part of the instrument is suspended in a gimbal mounting within a hollow cylinder screwed upon the tripod plate"", ""and can be levelled independently of the tripod by two screws threaded into the cylinder, with diametrically opposite springs"", ""These screws press against a square nut fixed to the lower end of the axial cone which carries the horizontal circle"", ""The 6-in. horizontal circle is graduated to 20' and read by vernier to 30''"", ""The 5-in. vertical arc is similarly graduated and read by vernier"", ""and has a range of 50\u00b0 on either side of the zero mark"", ""The telescope is achromatic, with a 1-in. aperture and 8-in. focal length"", ""The objective is focussed by a rack and pinion mechanism"", ""The eyepiece is a simple Ramsden inverting draw-focussing one"", ""and the diaphragm has one vertical and one horizontal wire"", ""A diagonal reflecting mirror can be attached in front of the objective for taking steep sights"", ""There is one longitudinal adjustable spirit level attached beneath the telescope"", ""and a parallel one fixed to the standards but no transverse level"", ""The alidade carries a 3-in. compass, graduated in degrees""], ""other"": [""Inv. 1914-894""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Surveying theodolite""], ""other"": [""theodolite""]}"
157,27,12,3,3,1,1,2,1,2,1,1,3,17,2,1,1,"{""object_names"": [""ALTAZIMUTH THEODOLITE (Everest Type)"", ""transit instrument""], ""makers"": [], ""organisations/institutions"": [""Ordnance Survey"", ""British and Indian Survey departments""], ""dates"": [""1922"", ""about the year 1835""], ""places"": [], ""descriptions"": [""Although not possessing the advantage of a transit instrument, has been much used by the British and Indian Survey departments since its inception"", ""due to Sir George (then Captain) Everest"", ""5-in. model"", ""horizontal circle and vertical arcs being graduated to 20' and read by two opposing verniers to 30''"", ""In the Everest type of theodolite two opposing vertical arcs are used instead of a complete vertical circle"", ""horizontal axis to which the telescope and arcs are fixed, is mounted upon two short standards projecting from a central pillar, supported on the horizontal vernier plate"", ""The vernier bracket and attached spirit level are mounted on the axis, and are clamped to one standard by opposing screws"", ""Two perpendicular spirit levels are likewise mounted on the horizontal vernier plate"", ""The horizontal circle has a bevelled graduated edge and a separate mounting on the vertical axis cone"", ""Thus the vernier plate and circle have independent motions, controlled by clamps and tangent screws, for repeating azimuth angles"", ""All verniers are provided with reading microscopes"", ""The instrument has a tribrach mounting, the feet of the three levelling screws resting in grooves in a trivet plate and being locked therein by a spring-controlled locking plate\u2014also a feature of the original Everest design"", ""The telescope has a rack-focussing objective of 1\u00b72-in. aperture and 9-in. focal length"", ""slide-focussing Ramsden eyepiece"", ""Owing to the low standards, angles of elevation beyond 30\u00b0 and of depression beyond 45\u00b0 cannot be measured, as the telescope then fouls the horizontal plates"", ""The vertical arcs consequently only extend about 50\u00b0 on each side of the horizontal zeros""], ""other"": [""Inv. 1895-49""]}","{""object_names"": [""Surveying theodolite""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""York, England"", ""United Kingdom""], ""descriptions"": [""with case"", ""5-inch""], ""other"": []}"
158,19,10,1,1,1,1,0,1,1,1,0,4,15,2,1,0,"{""object_names"": [""TRANSIT THEODOLITE""], ""makers"": [""Troughton & Simms""], ""organisations/institutions"": [], ""dates"": [""Early part of the 19th century""], ""places"": [], ""descriptions"": [""The introduction of the transit principle into medium and small-sized theodolites in England took place in the early part of the 19th century. This exhibit is an early example of such a theodolite."", ""Below the horizontal circle it resembles Ramsden's Y-theodolite, but the upper part has standards sufficiently high to permit the telescope to transit at either end."", ""Both horizontal and vertical circles are 6 in. diam., divided on silver to 10\u2032 and read by opposing verniers to 10\u2033."", ""The vernier plate and horizontal circle have independent axes of rotation for repeating angles, and are bevelled at the graduations to facilitate reading."", ""Reading microscopes are provided for both circles, and also tangent clamps and slow-motion screws, as well as a similar clamp and screw connecting the vernier plate to the horizontal circle."", ""The axis of this circle rests in a conical socket attached to the upper of two parallel levelling plates, connected by four screws and a ball and socket joint."", ""The vernier plate carries a single spirit level, parallel to the transit axis, and a central circular compass box, with a 3\u00bd-in. stepped ring graduated in degrees."", ""The needle, of rectangular section with its longer side vertical, is provided with a lifting lever for clamping it."", ""The vertical circle is attached to the telescope and transit axis, and is read by horizontal verniers on a standard."", ""This bracket carries the clamp and tangent screw."", ""The other standard carries a spirit level perpendicular to the transit axis."", ""The telescope, fixed in the centre of the transit axis, has a rack-focussing objective of 1\u22c55-in. aperture and 10-in. focal length, a fixed diaphragm having one vertical and three equidistant horizontal wires, and a slide-focussing Ramsden eyepiece."", ""A sensitive spirit level is mounted parallel to the axis of the telescope."", ""medium and small-sized theodolites"", ""Ramsden's Y-theodolite""], ""other"": [""Inv. 1909-137""]}","{""object_names"": [""Transit theodolite""], ""makers"": [""Troughton & Simms""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1826-1850""], ""places"": [""Fleet Street, London, England"", ""Fleet Street, City of London, London, England, United Kingdom""], ""descriptions"": [""6-inch"", ""with magnetic compass"", ""Surveying transit theodolite""], ""other"": []}"
159,18,7,1,1,1,1,1,1,1,1,0,2,13,1,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Admiralty""], ""dates"": [""Early part of the 19th century""], ""places"": [], ""descriptions"": [""8\u00bd-in. horizontal and the 7\u00bc-in. vertical circles are graduated every 10\u2032 and read by vernier to 10\u2033."", ""vertical circle and telescope are rigidly joined to the transit axis and rotate with it, the verniers being fixed to one standard."", ""horizontal circle and vernier plate can rotate independently about the vertical axis, for repeating azimuth angles."", ""three footscrews for levelling the instrument are fixed to the base circle of a framed stand having a central conical socket, into which fits the hollow conical axis attached beneath the horizontal circle."", ""axis of the vernier plate fits within this and is kept in position by a screw and washer fitted in its lower end and abutting against the socket in the stand."", ""vernier plate carries three symmetrically placed vernier arms, with reading microscopes suspended above their verniers, and is provided with a sensitive spirit level, with its axis perpendicular to the transit axis."", ""standards supporting the transit axis project from the vernier plate, and have Y-s at their upper ends, one of which is adjustable."", ""axis is kept in position in these Y-s by metal straps; it is hollow, and permits the telescope to be illuminated by means of a lamp supported by a bracket fixed to one standard."", ""vernier bracket for reading the vertical circle carries a spirit level parallel to its two vernier arms, for setting their zeros."", ""has a projecting piece which fits between screws fixed to the standard, and keeps the verniers stationary when the telescope and circle rotate."", ""telescope has a fixed objective of 11-in. focal length and 1\u22c58-in. clear aperture, and a central mirror for illuminating the axis at night."", ""eyepiece tube can be focussed by a rack and pinion mechanism, and carries the diaphragm, having five vertical and one horizontal threads, and the inverting, draw-focussing eye-piece, which fits in a slide permitting a slight lateral motion of the eyepiece."", ""Clamps and tangent screws for fine motion are fitted to both circles and the horizontal vernier plate.""], ""other"": [""Inv. 1876-1206""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1816-1850""], ""places"": [""62 Charing Cross, London, England"", ""Charing Cross, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""Surveying transit theodolite""], ""other"": []}"
160,21,5,1,2,1,1,1,0,1,1,0,0,16,1,1,0,"{""object_names"": [""TRANSIT THEODOLITE""], ""makers"": [""Cary""], ""organisations/institutions"": [""Admiralty""], ""dates"": [""Early 19th-century""], ""places"": [], ""descriptions"": [""early 19th-century example of a medium-sized transit theodolite"", ""10-in. vertical and horizontal circles are graduated on silver every 10\u2032 and read by two opposing verniers to 10\u2033 of arc"", ""telescope transits at the eyepiece end"", ""axis can be illuminated for night reading through the hollow horizontal axis of rotation"", ""instrument is mounted upon a tribrach having three footscrews for levelling"", ""footscrews rest upon a plate screwed to the tripod head"", ""footscrews kept in position by a locking plate of the Everest pattern"", ""horizontal circle can rotate freely about the vertical axis, or can be clamped to it and rotated slowly by means of a tangent screw"", ""vernier plate can be similarly clamped to the horizontal circle, or rotated freely"", ""Reading microscopes are fixed on brackets above each vernier"", ""adjustable spirit level is fixed to the vernier plate, perpendicular to the line joining the two standards which support the vertical circle and telescope"", ""vertical circle is mounted upon the axis of rotation of the telescope"", ""vertical circle is read by verniers at the ends of a bracket fixed to one standard"", ""Reading microscopes are attached to this bracket for use with each vernier"", ""spirit level is mounted in adjustable bearings on the bracket with its axis parallel to the line joining the vernier zeros"", ""tangent clamp and slow-motion screw connects the vertical circle to one standard"", ""Upon the top of the telescope, parallel to its axis, is set a 5-in. trough compass"", ""lamp for illuminating the telescope axis rests upon a bracket fixed to one standard, with its lens opposite the end of the horizontal axis of rotation"", ""mirror in the centre of the telescope reflects the light down its axis""], ""other"": [""Inv. 1911-160""]}","{""object_names"": [""Surveying theodolite"", ""theodolite""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1801-1850""], ""places"": [], ""descriptions"": [""10 inch transit theodolite""], ""other"": []}"
161,13,11,1,2,1,1,1,1,1,1,1,3,7,3,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Admiralty""], ""dates"": [], ""places"": [], ""descriptions"": [""Both horizontal and vertical circles are graduated in half-degrees and read by vernier to single minutes."", ""A trough compass is fixed above the telescope instead of the spirit-level more usually found in the Ramsden type of altazimuth."", ""The footscrews of the tribrach are designed to be inserted in a locking plate attached to the tripod, from which which the vertical axis of the instrument is completely separated.""], ""other"": [""Inv. 1911-159""]}","{""object_names"": [""Surveying transit theodolite""], ""makers"": [""Thomas Charles Robinson""], ""organisations/institutions"": [], ""dates"": [""1835-1845""], ""places"": [""British"", ""City of Westminster, London, Greater London, England, United Kingdom""], ""descriptions"": [""Fitted with striding spirit level, extra eyepiece and plumb bob."", ""5-inch""], ""other"": []}"
162,21,6,1,1,1,1,1,0,1,1,0,0,16,1,1,2,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Admiralty""], ""dates"": [], ""places"": [], ""descriptions"": [""middle of the 19th century"", ""6-in. vertical and horizontal circles, very finely graduated on silver to 10\u2032 of arc, and reading by vernier and microscopes to 10\u2033"", ""In general construction, it resembles rather a Borda repeating circle than an English theodolite, the whole upper part being supported by a single central pillar, so that the telescope is slightly eccentric and needs a counterpoise."", ""Both the vertical and horizontal circles can rotate independently of their verniers, so that angles can be \u201crepeated\u201d on both circles."", ""itself be clamped to the vertical axis by a tangent screw."", ""There are two verniers, with reading microscopes, rigidly attached to the telescope,"", ""Upon the same axis, but capable of independent rotation, are the vertical circle and a counterpoise circle; the axis also carries a spirit level fixed horizontally on adjustable bearings."", ""The vertical circle is clamped by a screw attached to the counterpoise, a slow-motion screw being provided."", ""A similar clamp and screw connect the vertical circle and the vernier bracket."", ""The telescope has a rack-focussing objective of aperture 1.1 in. and focal length 9.5 in."", ""The diaphragm is fixed in the telescope tube and has two wires forming an acute angled cross instead of the usual vertical wire, together with a single horizontal wire."", ""Three eyepieces are provided, all inverting: one is diagonal for taking steep sights, whilst the other two have different magnifications."", ""The instrument has a tribrach mounting, with three footscrews set in a locking plate of the Everest pattern."", ""The telescope transits at the objective end."", ""A supplementary telescope is provided and can be fixed near the edge of the horizontal circle. It is of equal dimensions with the main telescope, and is used for keeping the back station in view, and also as a test of the fixity of the horizontal circle when the upper part is rotated.""], ""other"": [""Inv. 1911-158""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Surveying theodolites; theodolites""], ""other"": [""6 inch"", ""c.1850"", ""1849-1851""]}"
163,25,7,1,1,1,1,1,1,1,1,1,1,19,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""middle of the 19th century""], ""places"": [""London""], ""descriptions"": [""highly compact transit theodolite"", ""vertical and horizontal circles of diameter 3.5 in."", ""graduated in half-degrees and read by vernier to single minutes"", ""rests on three levelling screws"", ""can be fitted within three V-shaped notches in the top of the case"", ""horizontal circle is fixed to the tribrach"", ""carries a supplementary telescope, tangential to the circle, for keeping the back station in view"", ""single central standard projects vertically from the horizontal circle"", ""serves as an axis for the hollow cylinder"", ""carries the vernier bracket for the horizontal axis at its lower extremity"", ""carries a bracket to which is fixed the vertical circle at its upper end"", ""telescope is fixed to an arm carrying opposing verniers for the vertical circle"", ""can rotate with this arm about a horizontal axis through the top of the standard"", ""spirit level is attached to the back of the vertical circle, at right angles to the standard"", ""tangent clamps and slow-motion screws are fixed to the vernier brackets of both circles"", ""magnifying lenses for facilitating the reading of the vernier"", ""three verniers to the horizontal circle, symmetrically disposed round its circumference"", ""vertical circle has two verniers at opposite ends of a diameter"", ""main and supplementary telescopes are of equal size and power"", ""objectives have a focal length of 3.5 in."", ""clear aperture of 0.6 in."", ""slide in the telescope tubes for focussing"", ""eyepieces are of the Ramsden type"", ""diaphragms fitted with cross wires are fixed inside the telescope tubes"", ""the one on the main telescope has two vertical wires and one horizontal wire"", ""diagonal eyepiece is provided for taking steep sights"", ""telescope is slightly eccentric to the vertical standard"", ""counterpoise to balance its weight is fitted on the standard""], ""other"": [""Inv. 1917-105""]}","{""object_names"": [""Portable transit theodolite""], ""makers"": [""Thomas Charles Robinson""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1823-1841""], ""places"": [""78 Devonshire Street, Portland Place, London, England"", ""City of Westminster, London, Greater London, England, United Kingdom""], ""descriptions"": [""with case and accessories"", ""Surveying transit theodolite""], ""other"": []}"
164,33,8,1,1,1,1,0,0,1,1,1,2,28,2,1,0,"{""object_names"": [""TRANSIT THEODOLITE""], ""makers"": [""O. Fennel""], ""organisations/institutions"": [], ""dates"": [""about 1875""], ""places"": [""Cassel""], ""descriptions"": [""The horizontal circle in this instrument, which was made about 1875, has a separate axis with clamps and tangent screw for repeating angles, and is covered by a metal plate attached to the vernier plate."", ""It has a diameter of 14 cm. and is graduated every 20' and read by opposing verniers and reading microscopes to 20\""."", ""The reversible level fixed to the telescope has its upper and lower faces used before and after this is transited."", ""The circular metal footplates attached to the extremities of the footscrews by ball and socket joints are peculiar to German instruments."", ""They allow the theodolite to be moved over the surface of the tripod head for centring, which movement is permitted by the special arrangement for connecting the instrument and tripod."", ""The vertical circle has a diameter of 12 cm. and is graduated in half-degrees and read by a single vernier to minutes."", ""It is rigidly fixed to the transit axis and telescope."", ""This has a fixed objective of 22-cm. focal length and 3-cm. aperture, and a rack-focussing eyepiece tube, carrying the fixed diaphragm and a slide-focussing inverting eyepiece."", ""The reversible level is attached by adjustable screws parallel to the axis of the telescope."", ""Any error in adjustment between the level and telescope is automatically corrected by transiting the telescope and again levelling it after rotation horizontally through 180\u00b0."", ""An axis clamp and tangent screw for fine vertical motion is attached to one standard, the V-bearing or the axis being adjustably vertically."", ""The axis is kept in the bearings by metal straps."", ""Between the standards is a small circular spirit level, for roughly setting the plate horizontal, the final levelling being tested by the spirit level attached to the telescope."", ""The vernier plate has a clamp and tangent screw in addition to that on the horizontal circle."", ""The instrument has a tribrach mounting, with three levelling screws, and is connected to the tripod head by a central screw and spring."", ""On loosening this the theodolite can be moved laterally for centring above the station point."", ""Surveying repeating theodolite"", ""repeating theodolite"", ""Horizontal and vertical circles"", ""14 & 12cm. respectively"", ""made about 1875"", ""repeating angles"", ""vernier plate"", ""reading microscopes"", ""reversible level"", ""ball and socket joints"", ""centring"", ""tripod head"", ""transit axis"", ""fixed objective"", ""rack-focussing eyepiece tube"", ""fixed diaphragm"", ""slide-focussing inverting eyepiece"", ""adjustable screws"", ""axis of the telescope"", ""V-bearing"", ""metal straps"", ""spirit level"", ""tribrach mounting"", ""levelling screws"", ""central screw and spring""], ""other"": [""Inv. 1876-1193""]}","{""object_names"": [""Repeating Theodolite""], ""makers"": [""Fennel, Otto""], ""organisations/institutions"": [], ""dates"": [""1875""], ""places"": [""Kassel, Hesse, Germany""], ""descriptions"": [""Surveying repeating theodolite"", ""repeating theodolite""], ""other"": []}"
165,23,8,1,2,1,2,1,0,2,1,1,0,16,3,1,0,"{""object_names"": [""TRANSIT THEODOLITE""], ""makers"": [""A. & R. Hahn""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""about 1875"", ""1922""], ""places"": [""Cassel""], ""descriptions"": [""repeating theodolite"", ""resembles the adjacent one by Fennel in general construction"", ""differs, however, in having an ordinary one-sided spirit level attached to the telescope"", ""has also a Huygens, not a Ramsden, eyepiece"", ""horizontal circle has a diameter of 14 cm."", ""graduated every 20' and read by two opposing verniers and reading microscopes to 30\"""", ""vertical circle, of 10.5 cm. diam., is divided to 30' and read by opposing verniers to single minutes"", ""telescope has a fixed objective, of 2.5 cm. clear aperture and with the field lens of the eyepiece, a focal length of 23 cm."", ""eyepiece is focussed by a rack and pinion arrangement, the cross-wire diaphragm being fixed between the two lenses"", ""telescope, rigidly attached to the horizontal axis and the vertical circle, transits at the eyepiece end"", ""has a sensitive longitudinal spirit level mounted on it in adjustable bearings"", ""vertical vernier bracket is screwed to one standard, whilst the other carries the tangent screw and clamping spring for the transit axis"", ""horizontal vernier plate carries a metal cover which protects the horizontal circle and supports a central circular spirit level, and the reading microscopes"", ""There are windows in this plate above the verniers, and reflectors are attached to the microscopes for illuminating the field"", ""horizontal circle has a separate axis, with clamp and tangent screw for repetition"", ""fits in the socket fixed to the tribrach, which has three levelling screws furnished at their feet with small metal plates, to which they are connected by ball and socket joints"", ""instrument is connected to its tripod by the usual German central screw, with a flange and opposing spring which fix the instrument tightly, but on loosening the screw permit the theodolite to be displaced laterally for accurate centring over the station point""], ""other"": [""Inv. 1876-1192""]}","{""object_names"": [""Repeating Theodolite Circles"", ""Surveying theodolite circles""], ""makers"": [""Hahn, A."", ""Hahn, R.""], ""organisations/institutions"": [], ""dates"": [""1875""], ""places"": [], ""descriptions"": [""Circles 14 and 10.5cm respectively"", ""theodolite circles""], ""other"": []}"
166,23,9,1,1,1,1,0,1,2,1,1,3,17,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""about 1875""], ""places"": [], ""descriptions"": [""horizontal circle and vernier plate in this instrument, which was constructed about 1875, have independent motions about the vertical axis, for repeating azimuth angles"", ""Clamps and tangent screws are provided for both circles, and for the vertical circle"", ""The horizontal and vertical circles have diameters 21 and 13 cm. respectively, are both covered, divided to 10' and read by opposing verniers and reading microscopes to 10\"""", ""The telescope is mounted centrally on the horizontal axis, and can transit at either end"", ""It has a fixed objective of aperture 3.5 cm. and focal length 25 cm."", ""and a rack-focussing eyepiece tube, carrying a fixed cross-wire diaphragm and a screw-focussing inverting eyepiece"", ""A sensitive spirit level is mounted in adjustable bearings longitudinally above the telescope"", ""and another is fixed at right angles to this on the vernier plate, between the standards"", ""The vertical circle is fixed to the telescope and transit axis, the vernier plate being fixed to one standard, and an axis clamp and tangent screw to the other"", ""The trunnions on both standards are adjustable vertically"", ""The instrument has a tribrach mounting, with three footscrews for levelling"", ""These screws have flat ball and socket jointed footplates which rest on the tripod head"", ""The attachment for fixing the theodolite to the tripod is the central screw and spring usual in German instruments, which permits a lateral adjustment of the theodolite over the station point without moving the tripod""], ""other"": [""Inv. 1876-1194""]}","{""object_names"": [""Surveyor's transit theodolite""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1876""], ""places"": [""Altona, Hamburg, Germany"", ""Hamburg"", ""Germany""], ""descriptions"": [""Surveying transit theodolite""], ""other"": []}"
167,18,8,1,2,1,1,1,1,1,1,1,0,12,2,1,1,"{""object_names"": [""TRANSIT THEODOLITE""], ""makers"": [""J. Wanschaff""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [""Berlin""], ""descriptions"": [""constructed about 1875"", ""telescope and vertical circle fixed at opposite extremities of the horizontal axis, outside the bearings"", ""arrangement reduces the height of the instrument"", ""permits the telescope to transit completely"", ""disadvantage that the telescope is not centred above the station point"", ""horizontal circle has a diameter of 16 cm., is divided to 10' and read by opposing verniers and reading microscopes to 10\"""", ""covered by a metal plate attached above the vernier plate"", ""fits fairly tightly on the vertical axis, but can be rotated independently for taking readings of an azimuth angle at various parts of the limb"", ""vernier plate has an axis clamp and tangent screw, and carries a central socket in which the vertical axis rotates"", ""horizontal bracket fixed across the top of this socket carries the bearings for the transit axis"", ""Both bearings can be adjusted on the bracket, and tested for horizontality by a sensitive striding level"", ""transit axis has a clamp and slow-motion screw to fix it to the vertical socket"", ""vertical circle has a diameter of 10\u00b75 cm., is divided to 20' and reads by opposing verniers fixed to the axis bracket and magnifying lenses to 1'"", ""telescope has a fixed objective of 2\u00b75-cm. aperture and 22-cm. focal length"", ""rack-focussing eyepiece tube carrying a fixed cross-wire diaphragm and a slide-focussing inverting eyepiece"", ""mounted on a tribrach, with three footscrews""], ""other"": [""Inv. 1876-1195""]}","{""object_names"": [""Theodolite with circles of 6 and 4 inches"", ""Spirit level for the above Surveying theodolite""], ""makers"": [""Wanschaff, J.""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1876""], ""places"": [], ""descriptions"": [""with spring fastening for plummet""], ""other"": [""theodolite""]}"
168,24,9,1,1,1,1,1,1,1,1,1,2,18,3,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Admiralty""], ""dates"": [], ""places"": [], ""descriptions"": [""7-in. vertical and horizontal circles, graduated every 10' and reading by two opposing verniers and reading microscopes to 10\"""", ""All adjustable screws and parts are covered with wash leather to protect the operator's fingers from frost"", ""The horizontal and alidade circles are enclosed in a metal case, the verniers being covered by hinged plates"", ""Clamps and tangent screws are fitted to both circles, and to the vertical circle, which is not covered, and is fixed to the transit axis"", ""The vertical vernier bracket is clamped to a lug on one standard by opposing screws, and carries a sensitive spirit level perpendicular to the transit axis"", ""The transit axis rests in Y-bearings on the standards, one trunnion being adjustable vertically, and is kept in position by metal retaining straps; it is hollow and has a lens at one end for illuminating the telescope axis"", ""The telescope is rigidly fixed to this axis and transits at the eyepiece end only"", ""It has an objective of 11-in. focal length and 1\u00b75-in. aperture, focussed by a rack and pinion mechanism controlled from the eyepiece end"", ""The diaphragm has one vertical and one horizontal thread, both adjustable laterally"", ""Three slide focussing eyepieces are provided, one inverting, one diagonal, and one erecting"", ""There is a central reflector in the telescope for illuminating its axis by light coming through the transit axis from a lamp fixed to one standard"", ""A striding level is provided for testing the transit axis"", ""The vernier cover plate carries a spirit level, with its axis parallel to the transit axis, whilst a perpendicular level is fixed to one standard"", ""A central compass with a 4-in. ring graduated in degrees is attached to the vernier plate"", ""The instrument has a tribrach mounting with three levelling footscrews, whose points rest in a trivet plate; this is provided with a locking plate of the Everest type attached to the tripod head""], ""other"": [""Inv. 1911-161""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Hydrographic Office""], ""dates"": [], ""places"": [""Strand, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""fitted with leather covers on knobs and exposed metal fittings"", ""Surveying transit theodolite""], ""other"": []}"
169,23,12,1,2,1,1,0,3,1,1,0,4,19,1,1,0,"{""object_names"": [""TRAVELLER'S TRANSIT THEODOLITE""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""compact theodolite specially designed for Alpine and military surveying"", ""3-in. vertical and horizontal circles, divided to half-degrees and read by verniers to single minutes"", ""diagonal eyepiece is provided for astronomical observations of stars near the zenith"", ""construction of the instrument is similar to that of a modern vernier theodolite of twice the size"", ""transit axis rests on standards projecting from the vernier plate, and carries a central telescope and the vertical circle fixed to it"", ""vernier arm projects from one standard, and a tangent clamp and slow-motion screw is fitted to the other, which also carries a spirit level perpendicular to the transit axis"", ""similar level parallel to the transit axis is fixed on the vernier plate, which also carries a central compass box, having a 1-in. ring divided in degrees"", ""compass needle is provided with a lifting lever for clamping it when desired"", ""vernier plate rotates independently about the vertical axis and has a clamp and tangent screw for connecting it to the horizontal circle, which has a similar clamp and tangent screw connecting it to the tribrach"", ""tribrach has three footscrews, with their feet clamped in a trivet plate by a locking plate of the Everest type"", ""trivet plate can be screwed to the tripod head"", ""telescope has a rack-focussing objective of 4\u00b75-in. focal length and 0\u00b765-in. aperture"", ""fixed cross-wire diaphragm"", ""set of slide-focussing eyepieces"", ""one erecting eyepiece"", ""one inverting eyepiece"", ""one diagonal eyepiece"", ""reflector for illuminating the cross wires at night is fitted in front of the objective""], ""other"": [""Inv. 1893-147""]}","{""object_names"": [""Transit theodolite"", ""Surveying transit theodolite""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group Collections Online"", ""Holborn, London, England"", ""United Kingdom""], ""dates"": [], ""places"": [""Holborn, London, England"", ""United Kingdom""], ""descriptions"": [""3 inch""], ""other"": []}"
170,10,11,1,2,1,1,1,1,1,1,1,2,4,3,1,1,"{""object_names"": [""ENGINEER'S TRANSIT THEODOLITE""], ""makers"": [""W. & L. E. Gurley""], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1922""], ""places"": [""Troy, New York""], ""descriptions"": [""illustrates many of the characteristics of modern American transit theodolites of the type used in reconnaissance and engineering surveying"", ""solar attachment to the telescope for determining meridians and latitudes by observations on the sun is a special feature"", ""levelling base, with its \""shifting centre\"" and four footscrews, is typical of American construction""], ""other"": [""Inv. 1914-741""]}","{""object_names"": [""Transit theodolite"", ""Engineer's transit theodolite""], ""makers"": [""W. & L.E. Gurley""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [""1911-1920""], ""places"": [""Troy, New York state, United States""], ""descriptions"": [""6.5-inch"", ""Fitted with Burt type solar attachment and accessories"", ""Surveying transit theodolite""], ""other"": []}"
