RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date
170,1914-741,,whole,1.0,,,ENGINEER'S TRANSIT THEODOLITE,"This instrument illustrates many of the characteristics of modern American transit theodolites of the type used in reconnaissance and engineering surveying. The solar attachment to the telescope for determining meridians and latitudes by observations on the sun is a special feature, whilst the levelling base, with its ""shifting centre"" and four footscrews, is typical of American construction.",,,"[{'name': 'W. & L. E. Gurley', 'role': 'maker'}]","Troy, New York",,[],[],"Used in reconnaissance and engineering surveying. The solar attachment is a special feature for determining meridians and latitudes by observations on the sun. The levelling base with its ""shifting centre"" and four footscrews is typical of American construction.",,
171,1920-88,Inv. 1920-88,whole,1.0,,loaned,MICROMETER MICROSCOPE TRANSIT THEODOLITE,"A precision transit theodolite of Continental design, with micrometer microscopes for reading both circles to within a few seconds. The horizontal and vertical circles are graduated on silver and read by two opposing micrometer microscopes. The telescope and vertical circle are mounted eccentrically at one end of the transit axis. An auxiliary vertical circle is mounted on the other end of the transit axis. The telescope has a sliding eyepiece, actuated by a rack and pinion arrangement and a fixed objective. Salved from a German warship sunk at Scapa.",,,"[{'name': 'A. Lingke & Co.', 'role': 'maker'}, {'name': 'The Admiralty', 'role': 'lender'}]",Freiberg,,"['brass', 'silver', 'glass']","['14 cm. diameter (horizontal circle)', '13 cm. diameter (vertical circle)', '10-cm. diam. (auxiliary vertical circle)', '22-cm. focal length (objective)', '2-5-cm. aperture (objective)']","The precision of small theodolites has been greatly enhanced by the provision of micrometer microscopes for reading the circles to within a few seconds. The eccentric arrangement of the telescope permits it to transit independently of the height of the standards above the horizontal circle, and also enables longer microscopes to be employed with the vertical circle than is possible when the telescope is above the vertical axis. The auxiliary vertical circle serves both to balance the instrument and to check the larger units of the vertical reading.",,
172,1917-77,,whole,1.0,,,SMALL UNIVERSAL INSTRUMENT,"A 17th-century instrument for measuring angles in either a vertical or a horizontal plane. It consists of a wooden rectangular frame to which can be screwed a brass socket in either of two positions for setting the plane of the rectangle horizontal or vertical. Two adjacent sides of the rectangle have folding brass sights at their corners for setting off right angles. A movable brass index arm, provided with folding sights, is centred on one of the sighted sides of the rectangle and rotates over a brass scale mounted on the other side. This scale is graduated to read tangents, to the nearest tenth. A clamp and screw fixed to the index arm serve to clamp it in any desired position to a brass arc fixed to the rectangle. The outer sight on the arm carries a plumb-line when the rectangle is horizontal. When vertical angles are being measured, the plumb-line is detached and fixed to a screw so that it hangs parallel to the brass scale in the plane of the rectangle.",,,[],,17th-century,"['wood', 'brass', 'steel', 'plumb-line']",[],"Instrument for measuring angles in either a vertical or a horizontal plane. The scale is graduated to read tangents, to the nearest tenth.",,
173,1876-1207,,whole,1.0,,donated,TROUGHTON DIP SECTOR,"The Dip-Sector was first designed and made by Troughton for measuring the ""dip of the horizon"" from an elevated observing point. The graduated sector, index arm, index mirror and horizon mirror are the same as in the sextant, but the telescope has its eyepiece at right angles to its objective, a reflecting mirror being interposed between the two. This enables the observer to measure the zenith angle between the apparent horizon lines to his left and right. By rotating the handle through a half turn, he can measure the corresponding nadir angle. The quarter of the difference between these two readings is the required dip angle between his apparent and true horizons. The index error is eliminated in this method. The horizon mirror, fixed to the sector, is partly silvered and partly unsilvered. The index glass, which rotates with the index arm, is wholly silvered, and has a central index. The arm carries the vernier, and can be clamped to the sector at any point, further rotation being effected by a tangent screw. The telescope can be adjusted to vary its lateral distance from the sector by a screw, and the handle can be rotated and clamped in any position parallel to the face of the sector.",,,"[{'name': 'Thos. Jones', 'role': 'maker'}, {'name': 'Admiralty', 'role': 'donor'}, {'name': 'Troughton', 'role': 'designer'}]",,early part of the 19th century,"['brass', 'silver']","['radius of 7 in.', ""divided on silver from 5° to 40° every 10'"", 'read by vernier to 10""']","Used for measuring the ""dip of the horizon"" from an elevated observing point. Enables the observer to measure the zenith angle between the apparent horizon lines to his left and right. By rotating the handle through a half turn, he can measure the corresponding nadir angle. The quarter of the difference between these two readings is the required dip angle between his apparent and true horizons. The index error is eliminated in this method. The actual angles are only half the graduation angle, as in the sextant, but the angle read is the correct one between the two sight lines.",,1876
174,,Inv. 1865-5,whole,1.0,,donated,BOX SEXTANT,"A brass box sextant with an aperture sighting hole and opposing window cut in its circular side. The index mirror is rotated from without the box by means of a milled head and pinion gears, and the external vernier arm is fixed on the same pivot axis as this mirror and measures its rotation on a graduated arc engraved on a silver strip embedded in the upper external surface of the box.",,,"[{'name': 'Newton & Co.', 'role': 'maker'}, {'name': 'Newton & Co.', 'role': 'lender'}, {'name': 'William Jones', 'role': 'inventor'}]",,beginning of the 19th century,"['brass', 'silver']",[],Measures angles like the sextant.,,
175,1911-220,Inv. 1911-220,whole,1.0,,donated,PAGET ANGLE SEXTANT,"This instrument is very similar to the ordinary box sextant with open sides and is used for measuring angles in any plane. One object is viewed directly through a lateral aperture and the unsilvered half of a fixed mirror, whilst the other is viewed after double reflection at the surface of a rotating mirror and the silvered half of the fixed one.",,,"[{'name': 'Hughes & Son', 'role': 'maker'}, {'name': 'The Admiralty', 'role': 'donor'}]",,,,,Used for measuring angles in any plane.,,
176,1920-583,,whole,1.0,,donated,AERIAL POSITION FINDER,"This instrument is a crude form of altazimuth theodolite, designed for approximately locating the position of aerial objects. The altitude and azimuth angles of such an object can be measured at any moment to the nearest tenth of a degree.",,,"[{'name': 'Admiralty', 'role': 'presenter'}]",,,[],['nearest tenth of a degree'],Designed for approximately locating the position of aerial objects. The altitude and azimuth angles of such an object can be measured at any moment.,,
177,,Inv. 1919-415,whole,1.0,,,COMBINED THEODOLITE AND CROSS HEAD,"This instrument, probably of fairly modern French construction, has a hollow brass cylinder of 13 cm. diam., divided into two parts independently movable about the common vertical axis, instead of the horizontal and vernier plates of an ordinary theodolite. bearings between these standards and is used for setting the axis of the cylinder vertical. The curved face of this half is pierced by two pairs of vertical sighting slits at opposite ends of perpendicular diameters, and the lower circular edge, which is in contact with the lower half cylinder, has two opposing vernier scales engraved on it. The corresponding edge of the lower half is graduated in degrees, and read by the verniers to 2'. This half, which has a single pair of vertical sighting slits pierced in its surfaces, is mounted upon a tribrach provided with the usual three footscrews, and is fitted with a clamp and tangent screw for slow motion. The upper half cylinder can be rotated with respect to the lower half by a toothed wheel and pinion mechanism, actuated by a milled screw beneath the cylinder. The telescope is mounted so as to be always in the same vertical plane as the vernier zeros of the upper half cylinder. It has a fixed objective of 1-in. aperture and 7-in. focal length, and a rack-focussing eyepiece tube with a slide-focussing inverting eyepiece. The head of the tripod used with this instrument is also exhibited and illustrates the type usual in French construction. It is of wood, with brass slots for the feet of the tribrach, and is connected to the theodolite by a central plunger screw with opposing spring, which permits the small displacement of the instrument necessary for setting it horizontal.",,,"[{'name': 'French', 'role': 'maker'}]",,fairly modern,"['brass', 'wood']","['13 cm. diam.', '1-in. aperture', '7-in. focal length']","Used for setting the axis of the cylinder vertical. The curved face of this half is pierced by two pairs of vertical sighting slits at opposite ends of perpendicular diameters, and the lower circular edge, which is in contact with the lower half cylinder, has two opposing vernier scales engraved on it. The corresponding edge of the lower half is graduated in degrees, and read by the verniers to 2'. This half, which has a single pair of vertical sighting slits pierced in its surfaces, is mounted upon a tribrach provided with the usual three footscrews, and is fitted with a clamp and tangent screw for slow motion. The upper half cylinder can be rotated with respect to the lower half by a toothed wheel and pinion mechanism, actuated by a milled screw beneath the cylinder. The telescope is mounted so as to be always in the same vertical plane as the vernier zeros of the upper half cylinder. It has a fixed objective of 1-in. aperture and 7-in. focal length, and a rack-focussing eyepiece tube with a slide-focussing inverting eyepiece. The head of the tripod used with this instrument is also exhibited and illustrates the type usual in French construction. It is of wood, with brass slots for the feet of the tribrach, and is connected to the theodolite by a central plunger screw with opposing spring, which permits the small displacement of the instrument necessary for setting it horizontal.",,
178,Inv. 1914-553. 554. 555.,,whole,3.0,,,READING MICROSCOPES,"Three types of microscope for reading the circles of small theodolites. In each case, the circles are completely enclosed in metal, dust-proof cases, and the microscopes are consequently provided with mirror reflecting tubes for illuminating the graduations. The first microscope is a ""Schätz"" or ""Estimation"" Microscope, and has a single fixed line marked in its focal plane, parallel to the graduations of the circle. It is used in theodolites having 10-cm. circles, graduated every 10'. The position of the fixed microscope line between these graduations is estimated to a single minute. The second microscope, known as a ""Nonien-Mikroskop,"" has a fixed vernier scale marked in its focal plane, and is used for theodolites having 13-cm. circles graduated to 5'. Ten divisions of the vernier scale correspond to nine of the circle, whence the position of the zero vernier line can be read to 30"", or even to 15"" by estimation. Alternate graduations of the vernier scale are numbered consecutively from 0 to 5, and represent minutes. The third microscope, designated a ""Skalen-Mikroskop,"" is of the type devised by Hensoldt in 1870, and is used on theodolites having 13·5-cm. circles, graduated in 20'. A fixed scale in the focal plane of the microscope has ten divisions, numbered right to left, exactly covering the interval between consecutive graduations of the circle. The position of one circle graduation on this scale can be read to one-tenth of a scale division, i.e., to 12"". In this and the second microscope, the reading edges of the two scales slightly overlap each other, which ensures a sharper reading.",,,"[{'name': 'O. Fennel Söhne', 'role': 'maker'}, {'name': 'Hensoldt', 'role': 'designer'}]",Cassel,1870,"['brass', 'metal', 'glass']","['10-cm.', '13-cm.', '13·5-cm.']","These represent three types of microscope for reading the circles of small theodolites. In each case, the circles are completely enclosed in metal, dust-proof cases, and the microscopes are consequently provided with mirror reflecting tubes for illuminating the graduations. Used for estimating to a single minute, reading to 30"" or 15"" by estimation, and reading to one-tenth of a scale division, i.e., to 12"".","See ""Zeitschrift für Vermessungswesen,"" 1902, p. 214-216. See ""Zeitschrift für Instrumentenkunde,"" 1912, Part V. See ""Zeitschrift für Vermessungswesen,"" 1879, pp. 497–507.",1902
179,1921-539,,whole,1.0,,donated,SHIFTING CENTRE TRIPOD HEAD,"A tripod head fitted with a ""shifting centre"" arrangement, permitting the centre of the attached theodolite to be displaced any distance up to about 1 in. in any direction without removing the theodolite from the tripod or altering the position of this latter. The tripod head consists of five metal parts, namely a threaded plate to which the theodolite is screwed, a shoulder plate to which the tripod legs are attached, and three other parts which together form a collar, between the flanges of which the other two plates can be clamped. A small circular spirit level is embedded in the top of the tripod plate and is used to set this approximately level.",,,"[{'name': 'T. Cooke & Sons, Ltd.', 'role': 'maker'}, {'name': 'T. Cooke & Sons, Ltd.', 'role': 'lender'}]",York,,['metal'],"['up to about 1 in.', '1½ in.', '2 in.', '2⅛ in. diam.']",This property is very useful in setting the theodolite accurately over the station point.,,1921
180,1876-1204,S.M. 260,whole,1.0,,donated,TRANSIT THEODOLITE,"A 2-ft. transit theodolite. This instrument was made at the commencement of the Irish survey and was first used in 1828 for checking the measurement of the Lough Foyle base by triangulation. It was further employed between 1829 and 1862 in measuring the main angles of the Principal Triangulation of Great Britain and Ireland. This theodolite differs from the adjacent 3-ft. one made by Ramsden in that its telescope can transit completely between the supporting pillars, and the horizontal circle is mounted upon a repeating stage so that both circle and microscopes can be independently rotated. The horizontal circle is 2 ft. in diam., and is divided on silver to 5′ and read by five microscopes to 1″. Two vertical circles of 12-in. diam. are fixed to the telescope; they are divided to 5′ and read by single microscopes to 2″. The telescope has a fixed objective of 27-in. focal length and 2·1-in. aperture, and a rack-focussing eyepiece tube carrying the diaphragm and erecting eyepiece. The diaphragm has one fixed horizontal wires, with five equidistant vertical wires moved laterally by a micrometer screw. The repeating stage rests by means of three footscrews upon an iron triangle fixed upon the head of the wooden tripod stand. It has an upper rotating tribrach supporting the horizontal circle and upper axis of the theodolite. The five microscopes reading this circle rotate with the telescope and upper part about this axis. Clamps and tangent screws are fitted to both circles and the repeating stage, and four spirit levels are provided for adjusting the telescope and horizontal axis of rotation.",,,"[{'name': 'Troughton and Simms', 'role': 'maker'}, {'name': 'Ordnance Survey', 'role': 'donor'}]",,,"['brass', 'glass', 'steel', 'silver', 'iron', 'wood']","['2-ft.', '3-ft.', '2 ft. in diam.', '12-in. diam.', '27-in. focal length', '2·1-in. aperture']","This instrument was made at the commencement of the Irish survey and was first used in 1828 for checking the measurement of the Lough Foyle base by triangulation. It was further employed between 1829 and 1862 in measuring the main angles of the Principal Triangulation of Great Britain and Ireland. This theodolite differs from the adjacent 3-ft. one made by Ramsden in that its telescope can transit completely between the supporting pillars, and the horizontal circle is mounted upon a repeating stage so that both circle and microscopes can be independently rotated.","See ""Account of the Measurement of the Lough Foyle Base,"" Ordnance Survey, 1847, p. 108.",1847
181,1921-479,,whole,1.0,,loaned,TRANSIT THEODOLITE,"This instrument has horizontal and vertical circles, each 40-cm. diam., graduated direct on silver to 5', and each read by four micrometer microscopes direct to 2"", by estimation to 0"".",,,"[{'name': 'Brunner Frères', 'role': 'maker'}]",Paris,1858,"['brass', 'silver']",['40-cm. diam.'],This instrument was ordered in 1858 for use in a projected general survey of Egypt.,"Ministry of Public Works, Egypt",1858
182,123,Inv. 1895-48,whole,1.0,,loaned,EVEREST THEODOLITE,"The example shown was made in 1884, and the probable error of a single observation made with it was about one second of arc. divided on silver to 10' and read by opposing verniers and reading microscopes to 10"". The arcs are fixed to the axis of rotation carrying the telescope and counterpoise, whilst the verniers are clamped to one standard. The telescope has a rack-focussing objective of 2.5-in. aperture and 20-in. focal length, a fixed star diaphragm, and a slide-focussing Ramsden eyepiece.",,,"[{'name': 'T. Cooke & Sons, Ltd.', 'role': 'maker'}, {'name': 'Ordnance Survey', 'role': 'lender'}]",,1884,"['brass', 'silver']","['12-in.', '2.5-in. aperture', '20-in. focal length']",Theodolites of this type were used by the Ordnance Survey in the Secondary Triangulation of the United Kingdom during the latter half of the 19th century.,,1895
183,1876-1202,,whole,1.0,,donated,AIRY'S ZENITH SECTOR,"A zenith sector designed by Sir George Airy and constructed under his direction. It was used between 1842 and 1850 for determining the latitudes of twenty-seven stations of the Principal Triangulation. The telescope is pivoted horizontally to a revolving gunmetal frame which is itself pivoted vertically in a fixed cast-iron framework. The latter is supported upon a rectangular plate which in turn rests upon a cast-iron trough; this trough was usually screwed upon heavy wooden pickets driven into the ground. Four micrometer microscopes attached to the telescope serve to read its inclination to the zenith upon two graduated arcs, mounted upon the revolving frame. Each arc extends over 45° of a circle of radius 20.5 in., and is divided to 5' and read by the microscopes to one-quarter of a second. The telescope has an objective of aperture 3.7 in. and 46 in. focal length, a micrometer diaphragm with five fixed and one movable wires, and an inverting eyepiece of magnification 70. Three sensitive spirit levels are fixed in adjustable bearings across the back of the revolving frame. In taking observations of a star's transit, the frame is quickly rotated to permit face east and face west readings of the telescope. The probable error of a single observation of latitude with this instrument was about 1"".",,,"[{'name': 'Sir George Airy', 'role': 'designer'}, {'name': 'Ordnance Survey', 'role': 'donor'}]",,1842-1850,"['brass', 'gunmetal', 'cast-iron', 'wood']","['20.5 in.', '3.7 in.', '46 in.']",Used for determining latitudes in the Principal Triangulation of Great Britain and Ireland. Designed to replace Ramsden's zenith sector after its destruction by fire. Used for determining the latitudes of twenty-seven stations of the Principal Triangulation.,"""Astronomical Observations made with Airy's Zenith Sector,"" Ordnance Survey",1852
184,1891-24,S.M. 1943,whole,1.0,,,ZENITH SECTOR,"This portable sector was made at the beginning of the 19th century for use in America and was afterwards transferred to Copenhagen. The main telescope for observing stars near the zenith is pivoted horizontally near its objective end to the top of a vertical hollow brass cylinder, which carries at its lower end the fixed graduated sector over which the eyepiece of the telescope rotates. Two micrometer microscopes fixed to the telescope serve to read its inclination to the vertical upon separate scales engraved on the sector. The scales, each of which covers about 15° and is divided to 3', start at opposite ends of the sector and overlap about 5° in the centre. A third scale, continuous across the whole sector, is read by an index and serves as a check. The telescope has an objective of 2.5-in. aperture and 45-in. focal length. Its motion over the sector is controlled by a clamp and tangent screw. The base of the vertical cylinder is connected to a horizontal circle by six vertical pillars and can rotate with this circle about a vertical axis coincident with the cylinder axis. A long plummet suspended within the cylinder along its axis rests in a water vessel, inside the pillars, and serves to set the axis vertical. Its position is observed by two perpendicular microscopes fixed in the cylinder below the graduated sector. A small telescope pivoted to the cylinder is used to observe circumpolar stars for setting the sector in the meridian. The three levelling foot screws of the tribrach rest on the top plate of a strong mahogany tripod. A small spirit level is mounted on the cylinder for rough levelling, and an adjustable counterpoise balances the telescope.",Copenhagen,,"[{'name': 'Troughton', 'role': 'maker'}]",America,Beginning of the 19th century,"['brass', 'mahogany']","['2.5-in. aperture', '45-in. focal length', '9 in diameter']","Used for observing stars near the zenith, setting the sector in the meridian, and setting the axis vertical.","Pearson's Astronomy, 1829, Vol. II, p. 546",1829
185,1883-14,,whole,2.0,PHOTOGRAPHS OF ZENITH SECTOR,loaned,ZENITH SECTOR,"The zenith sector represented in these two photographs was designed by Lt.-Col. A. Strange and constructed by Troughton and Simms in 1869 for use in the Great Trigonometrical Survey of India. By means of this and a somewhat improved instrument of similar design and make, many latitudes were determined in India during the period 1884-1900; from 1890, however, a more convenient zenith telescope has been mostly employed in India for determining latitudes by Talcott's method. The instrument illustrated consists of a telescope of 4-in. aperture and 48-in. focal length, mounted rigidly upon a double sector which forms part of a graduated vertical circle of 3 ft. diam. The telescope can rotate upon a horizontal axis supported by a vertical metal pillar, and the vertical rotation is measured by means of four microscopes fixed to the frame carrying the axis. The instrument can be accurately adjusted upon its base frame so that the vertical sector revolves in the meridian plane, and its zero line is adjusted to be horizontal by means of a sensitive spirit level; the zero line is perpendicular to the telescope axis of sight, which therefore points to the zenith when the former is horizontal. The sector is graduated on silver every 5'; each limb extends over 55° and is read by two microscopes, separated 20"" from each other, to single seconds; a separate smaller microscope serves to read degrees and minutes on the sector graduations. The telescope has a micrometer eyepiece fitted with a diagonal reflecting prism. A setting circle, of diameter 8 in., divided to 10' and read by vernier to 10"", is mounted on the telescope near its eyepiece, and is provided with a small level and also a very sensitive one, which latter permits the instrument to be used as a zenith telescope for observations by Talcott's method.",,,"[{'name': 'Lt.-Col. A. Strange', 'role': 'designer'}, {'name': 'Troughton and Simms', 'role': 'maker'}, {'name': 'Prof. J. Norman Lockyer', 'role': 'lender'}]",,1869,"['brass', 'silver', 'metal', 'glass']","['4-in. aperture', '48-in. focal length', '3 ft. diam.', 'diameter 8 in.']","Used for determining latitudes, specifically by Talcott's method. The probable error of latitude determination with this instrument was about 0·05"".","""Great Trigonometrical Survey of India,"" Vol. XI, 1890.",1890
186,1921-513,Inv. 1921-513,whole,1.0,,loaned,ZENITH TELESCOPE (3-in.),"A photograph illustrating a 3-in. portable zenith telescope for determining latitudes by the Talcott method. The original instrument was supplied to the Survey of India in 1909, and is a typical example of the modern zenith instrument for geodetic work. The telescope, of 3-in. aperture and about 42-in. focal length, is mounted at one end of the horizontal axis by means of a centrepiece, which also carries the Talcott level frame. The latter has two chambered levels, running 0·1 in. to 2"" of arc, enclosed in special sealed cases lined with thermal insulating material, and is provided with a long sensitive clamp and slow motion screw permitting an accurate adjustment in altitude. The horizontal axis has a weight relieving spring and ball race at the telescope end and a counterpoise at the other end; it is hollow to permit illumination of the telescope field by means of an oil or electric lamp. The telescope has a steel micrometer eyepiece, giving a value of about 30"" to one revolution of the micrometer screw. A 7-in. setting circle, divided on silver to 30' and reading by vernier to 1', is mounted on the telescope near the eyepiece end. A 10 in. diam. horizontal circle, divided on silver to 30' and read by vernier to 1', is mounted on the tribrach base, which is provided with three levelling foot-screws. A clamp and slow motion screw controls the vertical axis motion, and two adjustable stops are provided to enable the telescope to be rapidly rotated in azimuth through 180°. A striding level is mounted above the horizontal axis of the instrument.",,,"[{'name': 'T. Cooke & Sons, Ltd.', 'role': 'lender'}]",,1909,"['brass', 'steel', 'silver']","['3-in. aperture', '42-in. focal length', '0·1 in. to 2"" of arc', '7-in. setting circle', '10 in. diam. horizontal circle']",Used for determining latitudes by the Talcott method. Typical example of the modern zenith instrument for geodetic work.,Survey of India,1909
187,1914-304,S.M. 1941 & 1942,whole,1.0,PORTABLE TRANSIT,loaned,PORTABLE TRANSIT,"A transit of this type was used about 1850 by F. G. Struve in his measurement of an arc of the 52nd parallel from Haverfordwest to Eastern Russia. The telescope has a 2·7 in. objective and is ""broken"" where it meets the hollow transit axis, a diagonal prism being here interposed to deflect the light into the eyepiece tube at one end of this axis. The diaphragm of the Ramsden eyepiece, which has a pair of movable wires actuated by a micrometer screw in addition to an adjustable reticule, is illuminated by a lamp mounted at the other end of the transit axis. A vertical circle of 11 in. diam., divided on silver to 10', is fixed to the transit axis near the eyepiece, and is read by an index on the adjacent standard. The steel pivots of the transit axis rest on high standards projecting from the levelling platform, which is supported on the wooden tripod stand by three levelling screws, having a point, line and plane contact respectively with the bearing plates. Two small bubble-levels are used to set the base horizontal by means of the foot-screws, and the transit axis is finally adjusted horizontal by a sensitive hanging level. The telescope can be lifted from its bearings on the standards and reversed end for end by means of a rotating framework mounted inside the levelling platform and carrying two extending forks which support the transit axis during the rotation.",,,"[{'name': 'Brauer', 'role': 'maker'}, {'name': 'Royal Observatory, Greenwich', 'role': 'lender'}, {'name': 'F. G. Struve', 'role': 'user'}]",,c. 1850,"['brass', 'silver', 'steel', 'wood']","['2·7 in. objective', '11 in. diam.']","Used for measurement of an arc of the 52nd parallel. The telescope is ""broken"" where it meets the hollow transit axis, a diagonal prism being here interposed to deflect the light into the eyepiece tube at one end of this axis.","Plate VI, Fig. 2, p. 86",
188,1921-514,,whole,1.0,,loaned,TRANSIT INSTRUMENT,"A transit instrument with a telescope of 3-in. aperture and about 30-in. focal length, having two setting circles of 6 in. diam., reading by verniers to 20"", mounted near its eyepiece end. The telescope is mounted upon a rigid horizontal axis fitted with a long clamp and slow-motion screw. The axis rests in bearings upon a massive U-shaped frame which permits the telescope to transit, and also carries a mechanism for lifting the telescope axis from its pivots and reversing it through 180° in azimuth. The supporting frame is adjustably mounted upon a base plate which can be fixed on a masonry pier. The diaphragm of the telescope is of glass and has seven lines; it is illuminated through the transit axis by means of an electric lamp at one end of the latter. A sensitive striding level is mounted above the axis. Levels, tangent and slow motion screws are fitted to both setting circles.",,,"[{'name': 'T. Cooke & Sons, Ltd.', 'role': 'lender'}]",,,"['brass', 'glass']","['3-in. aperture', '30-in. focal length', '6 in. diam.']",Transit instruments of the type here illustrated are sufficiently portable to be used for time and longitude observations in geodetic surveys. Transits very similar to the original of this photograph have been supplied to the Colonies in recent years.,,
189,Inv. 1920-131,S.M. 1939 & 1940,whole,1.0,,,EQUAL ALTITUDE INSTRUMENT,"This instrument, also known as a ""Prismatic Astrolabe,"" was designed by MM. Claude and Driencourt about the year 1900, and is used for the astronomical determination of latitude, local time and azimuth. It acts on the principle of determining the exact moment at which a known star crosses a horizontal circle of constant angle, namely 60°. The instrument exhibited is the ""geodetic"" model of the firm, and has a telescope of aperture 40 mm. and magnification 75 diam. Latitudes can be determined with it to 0.4"" and time to 0.04/sin \lambda sec., where \lambda is the co-latitude of the observing station. The telescope can rotate in azimuth upon one end of a horizontal plate, which carries a mercury artificial horizon at its other end and can itself rotate above the graduated horizontal circle of the instrument. This circle is divided in degrees, serving any particular star. An equilateral glass prism of sides and height 45 mm. is mounted in front of the objective lens of the telescope, with its base vertical and apex edge horizontal. When the star is nearly at an altitude of 60°, two images are seen of it in the telescope, one by light refracted through the prism and telescope, and the other by light reflected from the mercury horizon before refraction in the prism. At the precise moment that the star crosses the 60° horizontal circle, the two images meet on the same horizontal line of the telescope graticule. By a series of similar observations of the times of crossing of known stars, both latitude and local time can be ascertained from tables.",,,"[{'name': 'A. Jobin', 'role': 'maker'}, {'name': 'Claude', 'role': 'designer'}, {'name': 'Driencourt', 'role': 'designer'}]",Paris,c. 1900,"['brass', 'glass', 'mercury']","['aperture 40 mm', 'magnification 75 diam', 'sides and height 45 mm']","Used for the astronomical determination of latitude, local time and azimuth. It acts on the principle of determining the exact moment at which a known star crosses a horizontal circle of constant angle, namely 60°. Latitudes can be determined with it to 0.4"" and time to 0.04/sin \lambda sec., where \lambda is the co-latitude of the observing station. By a series of similar observations of the times of crossing of known stars, both latitude and local time can be ascertained from tables.","Plate VII, Fig. 1, p. 90. ""Handbook of the Prismatic Astrolabe,"" by J. Ball and H. Knox-Shaw, 1919.",1919
190,2197,Inv. 1908-120,whole,1.0,,,LEAN'S DIAL,"A surveying instrument in which the vertical semicircle is fixed to the alidade with its curved edge upwards, and the telescope rotates tangentially upon it. This arrangement permits nearly vertical sights to be taken and renders the instrument suitable for mine surveying. The vertical arc and telescope can easily be detached from the alidade for packing the instrument. The alidade also carries a compass box. The telescope has a simple inverting eyepiece with a cross-thread diaphragm. There is no focussing arrangement. A spirit level is mounted in adjustable bearings beneath the telescope.",,,"[{'name': 'W. & S. Jones', 'role': 'maker'}]",,early part of the 19th century,"['brass', 'glass', 'steel']","['horizontal circle has a diameter of 4 in.', 'vertical arc has a diameter of 3 3/8 in.', 'compass box with a 2 in. ring', 'telescope has a focal length of 5 in.', 'clear aperture of 0.5 in.']",This arrangement permits nearly vertical sights to be taken and renders the instrument suitable for mine surveying.,"""Geometrical and Graphical Essays,"" by G. Adams",1813
191,,Inv. 1907-66,whole,1.0,,,MINER'S DIAL,"The plain mine surveyor's dial is very similar to the old circumferentor and has been much employed in England owing to its adaptability to surveying in low galleries and suitability for traversing. The instrument exhibited is a mid-19th-century dial, with a 5-in. compass ring graduated in degrees and a vernier fixed to the movable alidade reading to 3'. The compass ring and base are mounted upon an axial socket perpendicular to their planes and can be rotated about the central axis which fits in this socket and terminates in a spherical ball. This latter is gripped by another socket and can be clamped in any desired position so that the plane of the compass faces any direction. A slit in the socket allows the compass to take up a vertical position for measuring altitude angles. When measuring azimuth angles, the plane of the compass is levelled by means of a pair of perpendicular tube spirit levels fixed to the alidade. This is attached to the compass case, and carries combined back-sights and foresights at each end. The alidade and compass case, with the internal vernier scale, can be rotated independently of the compass ring and angles measured as in a theodolite, or the case can be clamped to the compass ring and the two rotated together about the axis of the latter for taking magnetic bearings, as in the ordinary compass. In the former case, the alidade is fitted with a tangent screw for slow-motion adjustment. The sights are 6 in. high and fixed at a distance of 1 ft. apart on the alidade. Each sight has both a slit and a pin-hole backsight and a long single-wire and a cross-wire foresight. The aperture and cross-wire sights are for use in measuring altitude angles. For this purpose the compass needle is locked by operating the lifting lever, the plane of the compass is set vertical, and the lid is placed in position on the box, and a plumb-line suspended from a stud in this lid. The opposite edge of the lid is graduated in degrees up to 45° each way and has a scale of hypotenusal increments engraved on it.",,,"[{'name': 'Henry Barrow & Co.', 'role': 'maker'}]",,mid-19th-century,[],"['5-in. compass ring', '6 in. high sights', '1 ft. apart on the alidade']",The plain mine surveyor's dial has been much employed in England owing to its adaptability to surveying in low galleries and suitability for traversing. The instrument exhibited is a mid-19th-century dial. Can be used for measuring altitude angles and azimuth angles. Can be used for taking magnetic bearings. The alidade is fitted with a tangent screw for slow-motion adjustment.,,
192,1922-43,,whole,1.0,,,HEDLEY DIAL,"The chief feature of this mining dial, which is a modern example of the type invented by John Hedley in 1830, is the use of a rocking circle, pivoted externally to the compass box, to carry either plain sights or a telescope. This arrangement permits a fairly steep vertical angle to be measured, the angle being read by an index revolving with the rocking circle over a graduated semicircle fixed to the compass box. The compass ring can rotate inside the box about the vertical axis, for measuring azimuth angles independently of the needle, or can be clamped to the box for taking magnetic bearings.",,,"[{'name': 'B. J. Hall & Co., Ltd.', 'role': 'maker'}, {'name': 'John Hedley', 'role': 'inventor'}]",,c. 1830,['brass'],[],A modern example of a mining dial invented by John Hedley in 1830. Its features allow for the measurement of steep vertical angles and both azimuth angles and magnetic bearings.,,1922
